10 13619
4 51 66
3 15 53
7 14 10
5 28 12
8 85 43
2 34 2
8 14 59
7 74 5
3 28 37
7 15 33
7 13 74
7 51 58
1 36 56
2 28 42
7 70 76
7 2 21
5 41 20
8 81 6
1 9 28
4 42 18
5 4 52
1 28 45
8 78 20
6 43 11
5 18 10
4 12 57
4 30 49
3 20 37
10 35 17
1 47 47
3 21 16
8 14 43
4 32 29
5 38 29
4 59 35
1 45 20
7 85 22
2 19 23
2 22 49
4 2 51
8 56 13
3 21 63
4 66 37
1 43 60
5 65 74
7 50 65
7 47 34
5 40 35
10 41 28
8 19 66
8 35 33
2 31 29
8 53 78
1 35 39
5 65 3
7 3 46
4 64 8
5 11 67
5 50 16
5 27 41
6 8 31
8 3 46
2 31 68
5 38 5
8 26 35
7 31 65
1 39 17
7 23 79
5 46 11
4 45 23
2 32 14
5 8 41
3 29 34
7 58 19
8 48 7
2 27 23
7 47 19
2 5 25
5 5 3
4 29 24
7 45 3
4 36 18
2 13 52
1 49 12
7 58 86
5 16 52
8 75 13
8 64 57
2 13 2
3 32 23
5 54 69
7 41 82
6 8 15
1 39 51
8 81 60
5 37 33
4 1 18
7 76 9
5 42 76
4 7 15
4 29 55
10 43 32
4 70 62
10 47 20
10 53 33
2 27 57
4 9 2
8 50 30
7 20 29
8 45 20
7 82 76
4 15 4
2 3 70
7 76 54
1 31 50
4 7 30
2 30 15
8 16 33
2 24 28
2 31 27
3 19 61
4 25 43
10 7 26
4 32 6
4 31 58
8 19 20
7 55 75
4 23 61
8 83 50
4 55 6
10 3 5
7 71 43
6 24 5
4 22 25
7 87 79
8 22 8
1 23 62
1 8 69
8 20 75
4 45 9
1 32 69
2 32 67
8 78 66
5 25 5
8 11 80
4 17 52
8 58 48
2 39 76
7 45 8
4 13 48
3 15 43
5 44 33
5 27 24
3 3 5
5 5 51
5 57 7
3 8 14
8 79 37
2 30 7
10 4 29
1 19 45
7 48 28
4 39 39
3 33 73
3 28 2
8 3 44
8 15 73
7 22 94
3 12 75
8 27 60
6 24 22
7 57 46
1 43 19
5 43 44
3 12 71
4 65 49
8 45 51
1 8 62
4 18 54
8 33 23
4 23 70
1 49 65
7 2 49
4 39 50
8 25 45
6 17 15
8 82 35
1 19 61
3 2 16
5 34 49
3 25 6
3 18 25
7 89 2
5 69 55
10 51 22
7 6 93
8 20 78
8 9 68
2 18 8
10 48 35
5 11 28
8 22 57
5 3 51
8 35 44
7 43 21
7 42 62
4 34 52
5 5 18
7 59 88
3 33 47
8 38 12
10 35 36
2 21 55
3 15 72
2 23 63
2 16 59
5 59 30
5 30 68
8 38 71
5 70 8
8 72 33
3 12 88
4 33 32
4 3 17
4 29 19
4 9 17
7 10 45
7 71 71
4 1 11
8 82 79
10 24 45
4 49 4
6 32 39
8 49 60
8 68 71
7 57 82
1 3 21
8 44 55
7 46 7
7 67 65
5 65 34
8 49 47
8 46 65
5 21 19
10 53 11
7 58 94
4 67 13
8 24 79
2 21 24
7 29 62
8 20 2
7 24 43
7 16 93
6 15 49
5 39 69
6 4 46
4 25 50
7 66 44
1 22 25
2 15 52
8 21 44
3 15 51
10 24 40
5 28 20
8 33 48
1 1 26
3 6 24
7 36 39
2 7 19
5 36 37
2 29 67
2 4 13
1 7 14
1 37 41
1 31 10
3 32 38
8 12 72
2 24 5
5 64 51
4 44 47
2 8 70
7 38 65
2 19 4
8 73 41
1 3 12
8 15 70
5 35 77
8 22 13
8 69 35
6 12 41
7 69 75
7 16 6
7 84 50
5 1 39
5 9 71
7 16 87
2 34 44
4 57 64
7 6 24
4 18 24
5 63 37
3 12 63
7 84 59
2 21 46
7 10 84
7 8 19
10 5 32
4 36 52
2 4 8
2 6 57
7 41 40
5 32 3
7 65 60
5 16 63
8 63 4
2 23 38
7 87 68
2 11 42
4 70 25
7 73 35
2 38 65
5 15 53
5 43 71
8 50 24
3 30 60
2 38 18
1 28 32
3 14 64
3 7 51
7 76 13
3 13 41
4 64 43
7 84 44
4 47 18
5 59 11
3 14 20
10 43 30
4 5 37
10 26 19
7 36 74
4 50 10
8 36 51
2 5 67
7 53 48
7 82 4
7 89 34
7 36 52
8 71 69
8 22 60
1 9 27
3 3 74
7 6 99
2 17 3
8 74 21
7 82 48
8 51 15
8 82 2
2 21 49
4 5 2
10 43 29
6 26 36
8 79 2
1 49 25
5 35 36
10 20 45
5 10 71
7 46 56
8 24 74
4 13 35
5 61 42
5 54 42
8 4 30
5 15 18
6 24 23
8 2 72
3 6 7
1 42 17
7 4 57
7 16 28
4 1 30
7 58 51
5 18 54
5 52 14
2 7 29
10 26 16
7 53 35
3 4 29
5 20 6
10 37 36
8 35 15
1 26 5
5 37 57
8 24 41
8 4 78
5 69 65
4 36 38
3 12 85
7 20 86
4 23 54
8 77 76
8 75 19
4 36 53
7 38 5
5 19 38
2 31 70
6 3 31
6 39 34
4 1 5
8 41 16
8 19 3
8 80 16
8 11 15
4 14 47
10 28 42
4 34 36
5 49 16
3 3 87
4 63 56
5 65 79
5 55 39
7 58 31
8 29 4
6 34 44
7 42 95
8 2 62
8 4 17
2 10 60
8 24 67
2 15 43
1 21 22
7 16 8
10 58 42
8 40 11
3 17 74
2 20 71
7 75 23
10 18 25
5 53 6
7 67 32
5 44 28
7 58 46
8 17 13
3 10 51
8 27 31
10 59 41
7 90 76
4 22 57
4 21 64
8 38 49
3 17 36
4 38 31
7 75 60
2 33 8
1 17 25
1 41 34
1 6 10
8 46 26
8 11 43
1 9 69
8 38 47
6 18 50
8 10 21
5 41 37
8 27 4
7 36 35
4 21 9
2 37 69
10 2 42
4 53 69
5 8 2
5 54 38
8 42 76
2 16 24
5 62 51
4 22 63
10 51 37
2 9 65
5 6 53
5 23 75
10 21 20
7 87 86
2 39 53
8 25 7
6 11 1
4 11 14
8 85 5
7 1 50
3 24 67
10 10 20
7 79 58
8 6 57
3 27 63
1 33 25
2 32 75
1 2 51
1 32 56
2 17 53
10 37 16
3 12 72
3 1 26
5 42 36
5 31 50
7 54 99
1 38 58
3 26 57
7 3 92
7 78 13
8 58 26
4 33 65
1 1 30
2 3 38
8 51 39
7 41 55
8 58 11
5 50 11
1 9 58
1 39 63
3 20 89
5 67 16
7 80 61
8 47 62
5 52 35
3 11 24
7 4 98
7 53 63
4 27 30
8 83 62
8 53 50
3 1 18
2 8 52
8 45 54
4 10 41
3 32 71
7 32 66
8 59 51
4 18 25
4 67 30
8 17 76
1 24 33
7 53 9
2 9 42
1 43 36
5 29 71
2 27 58
6 17 1
1 36 64
4 39 20
7 1 84
8 77 79
4 29 15
7 60 69
8 20 35
8 12 70
4 9 67
5 13 52
6 5 1
7 82 21
7 37 36
8 24 31
1 17 17
7 23 72
7 55 17
10 12 39
2 30 53
5 67 37
7 25 67
7 11 84
10 43 16
1 4 51
5 52 52
7 3 15
3 17 25
8 85 19
5 15 35
8 6 9
8 17 34
5 68 23
7 21 3
7 56 93
4 44 22
7 88 33
6 23 14
3 12 39
5 8 53
10 49 2
4 56 19
8 33 76
2 24 4
8 50 15
6 25 17
8 34 24
8 33 22
4 27 57
5 16 5
10 12 26
10 8 37
5 32 23
4 57 35
8 6 15
6 45 4
2 27 62
8 83 75
1 35 48
4 19 2
4 60 62
4 1 13
7 11 37
4 27 2
8 34 25
8 49 20
4 54 10
1 37 29
6 6 3
10 45 27
5 9 62
2 22 65
5 37 24
7 22 41
1 15 3
7 13 59
1 32 15
1 29 27
8 13 44
5 57 45
6 24 48
2 18 37
7 75 24
8 22 72
4 23 26
1 24 34
3 8 54
4 5 30
8 21 39
7 42 17
8 34 31
4 51 38
5 36 40
5 54 22
2 15 18
10 49 16
1 3 29
3 20 23
4 24 30
8 70 38
4 43 64
6 16 26
2 21 1
8 34 59
8 36 54
8 17 77
8 10 39
7 52 11
3 1 78
5 65 78
1 16 44
4 13 46
5 70 74
10 43 20
2 2 34
2 33 25
3 24 7
7 64 57
1 47 17
1 27 30
2 32 5
8 8 24
4 23 11
3 5 10
1 29 33
3 11 42
6 30 21
7 24 61
8 27 72
7 74 95
7 83 43
5 53 65
7 80 40
6 34 43
7 9 39
2 39 48
8 68 7
5 18 40
1 45 1
1 49 11
8 3 45
3 20 25
3 23 61
2 27 54
6 22 28
7 90 82
8 5 27
2 22 64
5 55 50
2 36 6
7 40 28
8 80 34
8 75 48
3 28 29
4 38 47
8 20 7
4 3 15
1 9 48
4 18 22
5 55 38
7 26 28
1 48 65
8 1 9
8 1 40
8 52 59
4 2 9
5 30 79
10 40 3
3 32 73
10 9 9
1 24 17
7 49 5
1 26 13
7 67 29
8 64 32
3 32 81
7 44 8
7 31 88
10 36 23
3 13 59
10 29 1
8 39 14
2 30 50
1 36 6
1 40 27
7 26 98
10 45 42
5 59 64
8 18 8
8 12 18
5 25 66
8 21 59
8 56 70
2 24 71
2 2 39
7 16 23
8 47 21
5 27 46
2 31 44
3 17 23
1 22 16
4 5 66
6 25 2
1 1 27
3 30 8
7 34 97
5 26 31
4 60 15
4 59 28
4 56 55
7 7 15
5 36 6
5 64 44
7 84 7
1 11 55
4 1 20
8 6 48
4 3 19
7 70 61
4 67 32
7 31 61
7 17 58
6 4 39
5 43 1
8 19 53
1 21 50
5 70 21
4 17 67
2 34 57
8 2 48
7 52 20
4 31 3
10 30 26
3 5 79
7 12 71
3 19 53
1 7 27
5 10 36
7 43 28
5 11 27
2 22 57
7 74 62
4 19 3
8 29 67
2 27 11
7 36 58
5 35 46
5 41 38
10 25 40
4 7 14
1 47 48
4 37 59
8 14 46
1 34 65
1 13 68
3 2 51
5 68 25
7 51 76
7 27 88
8 17 70
7 70 40
7 8 83
7 48 19
7 3 38
5 7 45
3 9 43
1 43 24
1 29 48
5 35 42
8 28 3
3 27 6
3 29 59
5 65 15
8 11 14
7 72 20
5 54 33
8 20 54
4 60 60
3 24 71
4 61 31
5 7 26
4 29 17
10 28 34
5 53 44
2 40 72
1 17 44
3 25 87
1 36 39
6 42 9
7 18 61
5 25 25
2 32 56
7 21 38
5 55 43
10 10 21
4 55 1
5 53 58
5 17 71
7 36 80
2 17 12
1 14 22
10 57 32
1 10 10
1 11 60
8 29 38
5 52 61
8 34 17
7 14 79
7 32 26
1 16 38
7 78 88
2 2 14
1 16 48
3 31 32
5 46 20
7 1 33
5 13 76
4 56 36
10 54 27
10 27 8
1 13 57
7 67 93
7 5 13
8 41 67
10 46 31
8 19 22
4 22 36
5 46 48
2 18 4
4 3 5
5 36 2
6 21 26
3 24 14
4 21 53
4 18 60
4 38 4
6 15 24
7 59 50
5 33 80
8 35 80
7 82 79
5 15 56
8 39 22
5 10 25
8 62 42
7 16 31
4 63 4
4 63 31
8 3 18
4 25 30
7 76 58
8 51 1
7 53 29
6 30 39
4 18 7
8 31 41
7 67 16
7 58 24
6 30 43
7 84 26
7 50 2
8 21 8
6 8 41
4 5 15
4 9 18
4 45 17
1 45 18
3 19 16
7 53 68
7 29 80
5 47 47
2 12 1
4 20 61
7 86 54
4 51 42
5 10 40
4 43 41
3 22 2
5 61 21
3 20 11
7 35 26
4 13 59
8 37 9
4 50 41
8 8 6
7 67 75
8 23 76
10 4 9
5 34 56
10 33 8
8 11 23
2 20 78
6 39 29
7 61 61
8 36 49
2 30 58
3 8 26
6 17 44
8 85 8
5 11 55
4 43 3
7 55 29
1 49 26
8 79 62
8 49 40
2 28 38
2 4 71
4 39 22
5 61 65
2 25 13
8 28 47
4 52 43
8 51 32
10 33 42
5 19 72
8 34 55
4 70 43
8 68 46
8 64 41
1 43 11
7 4 91
7 14 77
7 28 63
8 19 6
7 38 88
7 52 97
7 64 87
8 56 5
5 21 13
2 27 24
3 5 6
7 58 30
1 41 33
8 77 11
10 21 14
4 41 17
5 5 4
7 9 89
7 66 16
4 38 26
6 10 15
4 14 1
4 67 8
4 18 20
2 31 37
4 36 69
6 41 48
7 55 54
1 42 56
1 31 12
5 49 30
3 7 73
3 18 69
5 30 30
8 22 61
10 39 36
7 5 99
4 14 28
1 40 36
4 57 22
8 76 23
1 1 19
8 38 53
10 37 34
10 13 40
5 23 36
2 12 65
7 11 72
4 17 40
3 20 7
2 25 8
7 67 2
2 12 26
7 54 51
2 36 80
4 68 9
5 62 6
1 18 50
6 35 8
4 39 43
7 45 78
5 53 48
7 86 8
5 15 19
10 34 42
5 17 45
2 2 62
5 47 68
4 61 61
7 47 61
5 49 24
3 33 17
7 5 78
7 26 8
4 63 58
4 15 35
7 44 59
8 2 74
7 49 62
7 51 72
4 61 54
7 84 86
7 50 55
7 39 100
7 32 14
10 49 25
4 33 68
8 72 50
1 21 56
8 73 76
4 24 39
10 36 31
5 2 57
10 8 44
8 64 43
5 7 4
4 49 47
3 5 16
3 29 67
5 55 68
1 7 43
6 15 1
7 60 58
7 67 66
8 27 73
2 13 24
7 89 27
7 19 13
7 30 99
10 15 23
5 22 64
3 20 85
4 29 60
8 13 7
7 49 17
7 40 99
5 49 53
7 55 28
8 63 1
8 64 8
4 58 1
8 1 59
4 15 14
5 25 3
8 50 62
7 70 22
3 12 21
6 17 24
5 3 12
2 15 17
6 5 3
7 2 80
7 24 46
5 63 55
1 50 17
2 37 63
7 73 39
10 27 2
6 3 42
1 6 34
8 8 47
2 5 29
7 67 96
4 11 27
7 54 14
2 4 12
5 26 49
7 28 71
4 33 10
8 72 14
7 77 48
8 19 23
5 36 35
10 6 24
10 20 16
7 63 2
8 44 40
3 7 67
7 82 14
1 24 16
5 28 69
8 75 52
4 62 27
2 29 47
2 3 53
5 19 73
4 31 54
2 7 80
4 62 40
5 16 34
8 55 64
4 8 23
5 26 78
4 69 60
7 14 71
7 12 83
2 17 48
2 30 55
5 40 34
7 31 22
10 26 26
10 4 6
8 77 10
5 64 27
10 41 12
10 51 18
8 72 52
7 23 27
1 31 64
7 52 3
1 1 4
8 34 6
3 6 30
8 57 29
7 70 30
4 12 53
7 67 30
5 10 38
2 6 56
8 6 3
2 24 27
7 78 91
10 28 1
7 76 81
1 19 20
8 52 1
1 36 26
10 40 27
7 24 18
7 19 83
8 6 4
4 58 2
6 22 29
4 13 62
7 90 56
10 8 2
10 16 21
1 2 1
10 13 29
6 24 8
6 13 14
4 68 14
8 5 8
8 54 14
10 56 14
8 14 48
6 31 23
10 32 22
1 11 47
7 29 20
7 42 94
1 10 61
7 82 6
10 20 44
3 17 40
2 28 40
3 14 10
3 4 39
10 7 7
4 64 61
4 66 52
4 45 37
3 21 51
2 30 23
8 46 23
8 37 3
7 86 61
10 56 34
10 2 21
7 25 13
2 20 43
5 34 72
2 33 33
3 22 6
7 27 93
5 12 29
8 37 69
10 53 9
2 20 74
7 76 14
4 8 68
8 36 76
7 79 72
7 85 34
8 68 49
3 18 75
6 20 32
6 32 5
3 21 86
4 40 59
5 24 53
10 9 25
10 59 18
7 17 84
8 55 65
2 3 22
8 85 57
5 21 40
8 28 63
8 59 43
7 69 51
1 48 21
2 9 12
10 32 43
7 6 19
8 21 13
5 12 65
8 78 38
4 59 6
8 4 68
7 37 61
3 11 53
8 22 58
1 2 65
4 64 36
8 71 44
5 30 80
3 6 2
1 31 55
4 59 65
7 41 92
4 27 36
2 39 62
10 33 35
1 34 60
5 38 26
2 28 43
7 40 82
8 18 5
6 23 25
8 42 55
5 67 52
3 14 14
7 51 46
6 42 1
5 52 34
2 16 17
5 9 10
5 51 11
2 20 35
3 35 10
6 13 17
7 5 48
6 29 5
1 34 18
4 67 59
2 23 22
1 17 32
3 14 44
10 38 5
7 71 41
5 47 55
7 59 99
5 43 52
10 33 21
10 52 23
7 65 19
8 40 61
7 3 62
7 13 38
7 55 2
7 54 87
2 20 70
7 38 76
7 25 46
5 61 30
7 8 77
1 26 2
7 65 68
7 18 80
3 22 64
10 19 11
3 5 44
5 23 15
4 43 19
10 48 37
7 32 87
3 7 87
6 43 44
5 1 10
4 61 39
5 32 74
1 39 34
8 33 38
4 19 20
8 48 44
2 24 76
7 28 14
10 45 26
8 34 34
4 45 65
1 8 4
3 30 68
7 8 61
8 29 76
8 23 35
8 9 55
3 11 10
7 78 39
1 16 13
3 12 29
10 35 37
10 47 33
7 12 79
5 19 7
8 55 45
8 64 76
7 30 81
1 45 59
6 18 42
8 2 14
3 9 62
8 70 59
5 68 66
10 30 25
5 49 28
1 12 7
3 35 89
7 73 7
8 53 12
8 26 68
4 18 63
8 28 29
7 21 57
1 41 28
6 11 5
10 54 20
7 42 24
4 22 30
8 13 38
6 35 26
5 3 61
7 30 91
1 30 13
6 42 28
1 34 33
2 27 20
8 54 13
3 1 82
7 42 31
5 50 20
8 34 28
2 29 68
8 69 46
2 4 28
1 48 28
7 90 74
10 25 37
7 65 54
8 77 8
10 26 23
5 64 29
7 76 15
8 23 22
7 43 62
7 41 74
5 29 39
2 33 65
8 70 72
1 5 16
7 73 8
5 60 25
4 58 7
8 27 51
3 14 6
4 47 55
4 43 42
7 53 96
5 54 20
3 6 20
7 86 9
8 8 55
8 56 17
5 53 41
6 31 14
10 41 45
7 58 18
8 31 62
2 11 62
2 6 55
4 59 47
6 32 48
2 29 51
8 82 40
4 4 27
3 5 69
7 35 51
7 72 82
7 30 6
2 3 29
8 51 21
10 34 28
7 36 63
7 28 5
3 20 60
3 4 42
10 60 35
4 32 20
5 30 47
2 17 59
7 31 69
1 39 56
3 15 36
10 18 45
4 69 5
7 74 59
1 31 38
8 10 17
1 6 67
3 1 15
7 32 83
10 39 35
2 3 12
10 56 38
7 8 49
7 57 34
10 22 34
8 52 19
5 58 77
1 2 40
8 64 23
3 2 35
7 64 5
10 47 2
8 56 35
6 6 7
8 70 35
10 54 13
7 39 56
2 36 14
2 26 59
8 19 1
2 24 75
10 52 15
6 35 11
4 44 69
5 32 55
6 14 44
7 51 48
7 61 72
7 71 3
4 35 36
7 24 37
10 51 19
3 24 73
9 3 17
5 25 77
4 54 52
10 40 25
10 57 30
3 10 25
1 30 16
5 13 67
4 67 39
4 10 28
5 62 71
8 14 18
8 85 53
5 69 33
4 34 24
1 23 56
7 90 52
8 5 76
5 64 11
8 48 77
3 31 79
8 53 33
1 1 45
8 37 51
10 14 43
4 48 22
10 17 2
5 27 15
5 3 80
3 13 89
5 39 35
10 19 4
4 27 62
5 67 47
5 22 75
1 16 49
7 6 29
6 4 48
8 75 39
4 29 68
4 57 11
4 22 43
1 50 34
3 3 1
5 9 25
4 61 65
5 9 57
8 15 68
1 2 27
10 51 41
7 77 49
1 36 63
8 27 22
4 48 21
6 2 27
2 2 23
8 42 58
5 23 24
2 31 24
3 32 51
5 67 22
5 59 13
6 31 34
5 61 53
4 1 62
4 54 25
1 38 67
1 40 14
5 31 54
3 11 39
5 2 25
5 35 61
5 27 80
7 25 49
10 7 22
8 49 30
5 34 2
3 5 22
7 76 91
5 31 70
2 21 67
5 6 24
8 80 66
1 28 24
1 25 7
2 12 21
4 20 28
4 12 22
7 50 89
5 53 28
5 64 9
2 33 28
6 30 45
6 12 21
5 51 34
5 15 33
3 33 37
3 16 85
5 55 71
5 67 15
1 33 3
8 78 31
4 31 26
8 46 21
3 4 56
8 16 41
10 19 15
3 17 6
5 31 63
2 20 56
2 37 19
10 25 38
2 26 62
3 29 7
7 86 43
4 6 6
4 62 10
7 67 79
3 2 56
5 7 12
5 67 49
7 41 26
7 87 20
1 18 27
4 15 67
7 84 89
7 54 9
10 42 30
5 40 65
1 31 63
4 59 64
8 76 52
5 21 15
7 61 50
6 10 24
2 23 2
4 64 25
5 42 62
5 66 39
8 85 52
8 25 18
10 37 20
7 23 17
1 24 38
8 56 63
3 9 47
7 14 53
8 6 79
1 36 43
3 35 12
2 31 49
1 3 9
4 51 5
5 22 72
2 9 1
7 16 19
7 55 52
7 16 63
5 44 17
3 31 84
2 38 26
7 53 42
8 48 59
3 13 47
8 46 54
3 8 49
8 67 64
3 11 65
10 26 3
8 80 14
7 14 48
2 22 34
5 19 13
7 1 25
6 39 10
4 2 44
8 33 4
4 69 50
7 57 21
7 30 11
7 62 67
8 42 11
7 71 88
5 66 2
8 12 49
3 14 45
3 28 21
4 38 43
8 72 34
2 27 52
3 1 55
5 34 31
2 11 41
6 11 30
5 32 59
5 26 23
10 49 11
8 43 55
1 5 17
4 15 45
7 23 36
8 18 60
5 41 6
3 29 35
1 44 7
5 4 77
1 24 10
2 34 76
10 47 28
7 49 94
5 20 25
8 50 67
5 1 22
2 30 11
7 17 19
5 29 22
3 32 2
3 30 65
7 68 22
7 6 45
2 22 67
4 20 66
5 14 76
6 33 14
4 12 63
6 4 44
1 29 66
1 6 12
3 34 21
7 87 73
8 65 62
2 32 1
4 38 56
1 46 9
8 74 6
5 26 80
2 40 11
8 71 2
10 54 43
6 30 19
4 68 53
10 2 30
7 23 39
3 21 5
3 4 60
8 25 38
7 38 50
3 15 33
10 39 34
8 28 56
5 66 58
10 21 21
4 55 70
5 48 65
8 84 68
6 36 17
8 3 56
5 36 42
6 27 39
4 47 69
4 39 9
3 18 43
2 24 47
7 48 47
5 38 65
8 20 6
4 7 44
8 44 61
8 80 79
5 22 5
1 25 51
5 17 41
8 55 52
8 85 80
1 8 6
1 17 68
5 19 77
5 67 69
1 23 25
7 11 67
5 65 37
2 36 19
7 30 27
1 27 64
10 49 32
7 5 24
6 8 9
10 30 15
7 73 1
4 45 13
7 9 71
7 63 27
1 10 47
7 68 53
1 31 36
8 7 68
4 30 56
8 59 23
7 29 48
7 73 76
5 10 18
4 25 40
4 60 17
7 27 14
3 8 30
7 29 32
4 56 54
7 26 82
5 57 32
7 7 94
8 7 10
8 81 49
8 47 69
1 48 50
5 61 27
4 65 67
8 3 17
8 47 6
10 7 15
5 57 39
3 10 82
3 14 22
2 10 62
4 41 28
10 43 14
6 39 28
1 22 33
4 47 65
7 54 15
2 22 14
4 25 51
6 36 27
3 8 33
7 33 22
6 45 32
8 73 55
1 27 35
5 46 14
5 34 4
8 62 1
6 36 22
7 43 39
10 43 22
4 17 6
10 50 35
10 35 4
7 41 9
8 47 16
1 1 54
6 41 1
2 1 66
3 30 85
8 16 34
4 30 20
7 90 54
1 23 16
8 72 15
4 5 65
8 67 5
7 39 31
1 25 5
7 82 99
1 46 27
2 32 39
7 1 64
5 5 69
5 51 45
3 25 59
7 44 33
3 29 85
5 29 33
8 36 45
4 35 22
4 46 39
3 11 68
5 13 42
10 33 20
1 28 62
2 8 58
3 6 21
7 90 11
6 34 18
4 33 31
4 70 46
8 13 8
1 10 7
4 6 68
7 14 6
2 12 62
8 71 20
5 13 4
10 35 44
4 8 39
7 41 29
2 40 44
10 10 29
8 40 53
5 36 73
4 57 23
7 89 53
8 32 45
7 77 43
5 21 60
8 62 41
5 29 61
1 33 53
7 49 58
8 7 25
4 16 51
7 45 45
4 52 35
5 21 10
8 20 41
8 24 56
5 48 46
8 20 3
1 6 20
8 8 66
6 1 7
8 70 6
7 29 47
8 78 60
4 10 5
4 26 41
1 48 42
7 46 40
5 70 67
4 64 35
8 82 57
4 28 17
6 21 22
7 72 16
4 21 61
1 50 24
5 55 14
7 51 74
4 16 33
4 46 2
1 41 45
6 27 45
5 24 13
4 9 49
4 1 7
4 20 41
5 19 16
8 28 59
1 47 61
5 66 53
2 23 77
7 41 49
3 32 83
7 9 93
1 5 54
3 10 49
1 14 40
7 30 41
7 13 1
4 15 48
1 23 33
5 42 22
7 30 73
1 12 51
2 35 22
5 28 27
3 10 2
3 34 69
5 45 23
7 61 73
7 88 1
8 33 29
7 45 15
2 14 30
2 7 54
5 12 57
3 34 57
4 32 8
8 83 19
5 43 26
7 86 21
10 7 35
4 58 13
